order_date,country,platform,signal_count,type3_count,type23_count,total_orders_count,total_items_count
2024-04-12,UZ,Android,2198.0,2409.0,6.0,2415.0,3567.0
2024-04-12,UZ,IOS,993.0,1451.0,5.0,1456.0,2166.0
2024-04-12,UZ,Site-RU,85.0,156.0,0.0,156.0,213.0
2024-04-13,AM,Android,2821.0,2596.0,40241.0,42837.0,46827.0
2024-04-13,AM,IOS,2384.0,2260.0,35837.0,38097.0,42929.0
2024-04-13,AM,Site-RU,1460.0,1383.0,0.0,1383.0,2545.0
2024-04-13,BY,Android,3295.0,3020.0,354920.0,357940.0,417237.0
2024-04-13,BY,IOS,1585.0,1497.0,153652.0,155149.0,189172.0
2024-04-13,BY,Site-RU,2749.0,2627.0,0.0,2627.0,4975.0
2024-04-13,KG,Android,608.0,581.0,5825.0,6406.0,7997.0
2024-04-13,KG,IOS,458.0,417.0,4211.0,4628.0,6489.0
2024-04-13,KG,Site-RU,278.0,370.0,0.0,370.0,1662.0
2024-04-13,KZ,Android,3276.0,3024.0,138829.0,141853.0,173687.0
2024-04-13,KZ,IOS,2568.0,2354.0,94470.0,96824.0,129866.0
2024-04-13,KZ,Site-RU,3422.0,4417.0,0.0,4417.0,14082.0
2024-04-13,RU,Android,6386161.0,5846306.0,11799.0,5858105.0,7563095.0
2024-04-13,RU,IOS,3687930.0,3381666.0,8975.0,3390641.0,4704321.0
2024-04-13,RU,Site-RU,716187.0,985031.0,0.0,985031.0,1624628.0
2024-04-13,UZ,Android,2192.0,2042.0,10.0,2052.0,3575.0
2024-04-13,UZ,IOS,1102.0,1037.0,19.0,1056.0,1785.0
2024-04-13,UZ,Site-RU,100.0,108.0,0.0,108.0,189.0
2024-04-14,AM,Android,3089.0,2731.0,42148.0,44879.0,48706.0
2024-04-14,AM,IOS,2610.0,2251.0,37807.0,40058.0,45556.0
2024-04-14,AM,Site-RU,1471.0,1320.0,0.0,1320.0,2188.0
2024-04-14,BY,Android,3649.0,3215.0,396552.0,399767.0,465338.0
2024-04-14,BY,IOS,1635.0,1452.0,176972.0,178424.0,217229.0
2024-04-14,BY,Site-RU,3224.0,2880.0,0.0,2880.0,5200.0
2024-04-14,KG,Android,529.0,497.0,5743.0,6240.0,7833.0
2024-04-14,KG,IOS,413.0,381.0,4344.0,4725.0,6634.0
2024-04-14,KG,Site-RU,338.0,285.0,0.0,285.0,933.0
2024-04-14,KZ,Android,3433.0,3098.0,146006.0,149104.0,180896.0
2024-04-14,KZ,IOS,2920.0,2557.0,102544.0,105101.0,139425.0
2024-04-14,KZ,Site-RU,3732.0,3412.0,0.0,3412.0,7101.0
2024-04-14,RU,Android,6799824.0,5961845.0,12549.0,5974394.0,7751859.0
2024-04-14,RU,IOS,4114922.0,3606068.0,9563.0,3615631.0,5046692.0
2024-04-14,RU,Site-RU,780349.0,1011165.0,0.0,1011165.0,1640373.0
2024-04-14,UZ,Android,2334.0,2093.0,15.0,2108.0,3307.0
2024-04-14,UZ,IOS,1285.0,1170.0,18.0,1188.0,1955.0
2024-04-14,UZ,Site-RU,74.0,75.0,0.0,75.0,130.0
2024-04-15,AM,Android,2804.0,2357.0,38795.0,41152.0,45058.0
2024-04-15,AM,IOS,2478.0,2131.0,34189.0,36320.0,41414.0
2024-04-15,AM,Site-RU,1548.0,1371.0,0.0,1371.0,2201.0
2024-04-15,BY,Android,3865.0,3289.0,389865.0,393154.0,461555.0
2024-04-15,BY,IOS,2012.0,1690.0,177774.0,179464.0,219929.0
2024-04-15,BY,Site-RU,3422.0,2905.0,0.0,2905.0,5324.0
2024-04-15,KG,Android,484.0,417.0,5728.0,6145.0,7883.0
2024-04-15,KG,IOS,419.0,354.0,3964.0,4318.0,5895.0
2024-04-15,KG,Site-RU,317.0,265.0,0.0,265.0,656.0
2024-04-15,KZ,Android,3488.0,3040.0,137694.0,140734.0,174174.0
2024-04-15,KZ,IOS,2800.0,2461.0,96513.0,98974.0,133026.0
2024-04-15,KZ,Site-RU,4434.0,3837.0,0.0,3837.0,8461.0
2024-04-15,RU,Android,6594793.0,5591898.0,12420.0,5604318.0,7256520.0
2024-04-15,RU,IOS,4045024.0,3452684.0,9543.0,3462227.0,4853844.0
2024-04-15,RU,Site-RU,852729.0,1081782.0,0.0,1081782.0,1801981.0
2024-04-15,UZ,Android,2325.0,2065.0,11.0,2076.0,3094.0
2024-04-15,UZ,IOS,1235.0,1070.0,11.0,1081.0,2016.0
2024-04-15,UZ,Site-RU,91.0,130.0,0.0,130.0,240.0
2024-04-16,AM,Android,2886.0,2283.0,38857.0,41140.0,44672.0
2024-04-16,AM,IOS,2608.0,2151.0,33475.0,35626.0,40774.0
2024-04-16,AM,Site-RU,1552.0,1347.0,0.0,1347.0,2139.0
2024-04-16,BY,Android,3901.0,3237.0,387760.0,390997.0,454843.0
2024-04-16,BY,IOS,1898.0,1613.0,176130.0,177743.0,215923.0
2024-04-16,BY,Site-RU,3580.0,2995.0,0.0,2995.0,5879.0
2024-04-16,KG,Android,565.0,453.0,5688.0,6141.0,7592.0
2024-04-16,KG,IOS,534.0,453.0,4121.0,4574.0,6385.0
2024-04-16,KG,Site-RU,496.0,375.0,0.0,375.0,1415.0
2024-04-16,KZ,Android,3591.0,3096.0,141895.0,144991.0,179642.0
2024-04-16,KZ,IOS,2682.0,2273.0,99956.0,102229.0,137378.0
2024-04-16,KZ,Site-RU,4387.0,3773.0,0.0,3773.0,7830.0
2024-04-16,RU,Android,6589034.0,5454035.0,12276.0,5466311.0,7044666.0
2024-04-16,RU,IOS,4015368.0,3341120.0,9403.0,3350523.0,4681026.0
2024-04-16,RU,Site-RU,855635.0,1057431.0,12.0,1057443.0,1753552.0
2024-04-16,UZ,Android,2556.0,2197.0,25.0,2222.0,3479.0
2024-04-16,UZ,IOS,1183.0,1025.0,8.0,1033.0,1864.0
2024-04-16,UZ,Site-RU,98.0,117.0,0.0,117.0,212.0
2024-04-17,AM,Android,2929.0,2632.0,39846.0,42478.0,45951.0
2024-04-17,AM,IOS,2581.0,2271.0,34752.0,37023.0,42323.0
2024-04-17,AM,Site-RU,1633.0,1505.0,0.0,1505.0,2309.0
2024-04-17,BY,Android,3984.0,3604.0,402849.0,406453.0,474826.0
2024-04-17,BY,IOS,1978.0,1785.0,175641.0,177426.0,215851.0
2024-04-17,BY,Site-RU,3458.0,3145.0,0.0,3145.0,6012.0
2024-04-17,KG,Android,571.0,490.0,5814.0,6304.0,7926.0
2024-04-17,KG,IOS,393.0,376.0,4124.0,4500.0,6133.0
2024-04-17,KG,Site-RU,340.0,329.0,0.0,329.0,1414.0
2024-04-17,KZ,Android,3403.0,3122.0,139883.0,143005.0,177174.0
2024-04-17,KZ,IOS,2736.0,2497.0,98367.0,100864.0,136151.0
2024-04-17,KZ,Site-RU,4519.0,4140.0,0.0,4140.0,8373.0
2024-04-17,RU,Android,6501916.0,5799373.0,12131.0,5811504.0,7485193.0
2024-04-17,RU,IOS,3971647.0,3549596.0,9815.0,3559411.0,4957141.0
2024-04-17,RU,Site-RU,846871.0,1104161.0,13.0,1104174.0,1833889.0
2024-04-17,UZ,Android,2737.0,2502.0,13.0,2515.0,4108.0
2024-04-17,UZ,IOS,1343.0,1223.0,12.0,1235.0,2285.0
2024-04-17,UZ,Site-RU,98.0,155.0,7.0,162.0,283.0
2024-04-18,AM,Android,2943.0,2745.0,41488.0,44233.0,48161.0
2024-04-18,AM,IOS,2716.0,2523.0,35142.0,37665.0,42952.0
2024-04-18,AM,Site-RU,1704.0,1606.0,0.0,1606.0,2326.0
2024-04-18,BY,Android,3826.0,3502.0,394953.0,398455.0,461267.0
2024-04-18,BY,IOS,1815.0,1720.0,169499.0,171219.0,207078.0
2024-04-18,BY,Site-RU,3326.0,3079.0,0.0,3079.0,6206.0
2024-04-18,KG,Android,542.0,508.0,5907.0,6415.0,7981.0
2024-04-18,KG,IOS,482.0,450.0,4012.0,4462.0,6174.0
2024-04-18,KG,Site-RU,342.0,333.0,0.0,333.0,839.0
2024-04-18,KZ,Android,3423.0,3168.0,141623.0,144791.0,178583.0
2024-04-18,KZ,IOS,2671.0,2514.0,97698.0,100212.0,135201.0
2024-04-18,KZ,Site-RU,4586.0,4317.0,0.0,4317.0,9829.0
2024-04-18,RU,Android,6368889.0,5871182.0,12109.0,5883291.0,7564315.0
2024-04-18,RU,IOS,3898545.0,3611958.0,9231.0,3621189.0,5021734.0
2024-04-18,RU,Site-RU,828703.0,1104166.0,11.0,1104177.0,1850246.0
2024-04-18,UZ,Android,2477.0,2365.0,12.0,2377.0,3616.0
2024-04-18,UZ,IOS,1254.0,1198.0,8.0,1206.0,2311.0
2024-04-18,UZ,Site-RU,94.0,114.0,0.0,114.0,185.0
2024-04-18,Неопределено,Android,205.0,162.0,36.0,198.0,256.0
2024-04-18,Неопределено,IOS,198.0,151.0,28.0,179.0,289.0
2024-04-18,Неопределено,Site-RU,33.0,29.0,0.0,29.0,90.0
2024-04-19,AM,Android,2906.0,2684.0,41290.0,43974.0,47756.0
2024-04-19,AM,IOS,2631.0,2435.0,35330.0,37765.0,43040.0
2024-04-19,AM,Site-RU,1659.0,1588.0,0.0,1588.0,2365.0
2024-04-19,BY,Android,4224.0,3830.0,405001.0,408831.0,475960.0
2024-04-19,BY,IOS,1875.0,1716.0,167296.0,169012.0,205634.0
2024-04-19,BY,Site-RU,3406.0,3123.0,3.0,3126.0,6784.0
2024-04-19,KG,Android,544.0,502.0,5394.0,5896.0,7460.0
2024-04-19,KG,IOS,382.0,371.0,3850.0,4221.0,5802.0
2024-04-19,KG,Site-RU,336.0,318.0,0.0,318.0,671.0
2024-04-19,KZ,Android,3418.0,3197.0,138270.0,141467.0,173375.0
2024-04-19,KZ,IOS,2488.0,2297.0,93335.0,95632.0,130758.0
2024-04-19,KZ,Site-RU,4505.0,4189.0,0.0,4189.0,8485.0
2024-04-19,RU,Android,6155162.0,5685996.0,11938.0,5697934.0,7323807.0
2024-04-19,RU,IOS,3676641.0,3410587.0,9267.0,3419854.0,4755995.0
2024-04-19,RU,Site-RU,798125.0,1092488.0,10.0,1092498.0,1798044.0
2024-04-19,UZ,Android,2216.0,2072.0,13.0,2085.0,3275.0
2024-04-19,UZ,IOS,1182.0,1077.0,14.0,1091.0,1953.0
2024-04-19,UZ,Site-RU,102.0,112.0,0.0,112.0,206.0
2024-04-19,Неопределено,Android,1128.0,1011.0,124.0,1135.0,1545.0
2024-04-19,Неопределено,IOS,1002.0,917.0,80.0,997.0,1407.0
2024-04-19,Неопределено,Site-RU,158.0,142.0,0.0,142.0,294.0
2024-04-20,AM,Android,2961.0,2791.0,41617.0,44408.0,48009.0
2024-04-20,AM,IOS,2619.0,2480.0,36048.0,38528.0,44015.0
2024-04-20,AM,Site-RU,1388.0,1305.0,0.0,1305.0,1918.0
2024-04-20,BY,Android,3438.0,3290.0,367544.0,370834.0,429310.0
2024-04-20,BY,IOS,1842.0,1739.0,154892.0,156631.0,189726.0
2024-04-20,BY,Site-RU,2923.0,2783.0,0.0,2783.0,5127.0
2024-04-20,KG,Android,582.0,563.0,5617.0,6180.0,7580.0
2024-04-20,KG,IOS,427.0,401.0,3817.0,4218.0,5522.0
2024-04-20,KG,Site-RU,332.0,328.0,0.0,328.0,1336.0
2024-04-20,KZ,Android,3535.0,3352.0,139279.0,142631.0,174378.0
2024-04-20,KZ,IOS,2688.0,2554.0,94822.0,97376.0,129428.0
2024-04-20,KZ,Site-RU,3516.0,3389.0,0.0,3389.0,6789.0
2024-04-20,RU,Android,6105138.0,5737660.0,11723.0,5749383.0,7416022.0
2024-04-20,RU,IOS,3593841.0,3379513.0,8885.0,3388398.0,4702882.0
2024-04-20,RU,Site-RU,710976.0,993533.0,1.0,993534.0,1590415.0
2024-04-20,UZ,Android,2091.0,1987.0,7.0,1994.0,3061.0
2024-04-20,UZ,IOS,1062.0,1042.0,10.0,1052.0,1679.0
2024-04-20,UZ,Site-RU,95.0,96.0,0.0,96.0,197.0
2024-04-20,Неопределено,Android,2203.0,2044.0,276.0,2320.0,3162.0
2024-04-20,Неопределено,IOS,1630.0,1489.0,243.0,1732.0,2492.0
2024-04-20,Неопределено,Site-RU,312.0,305.0,0.0,305.0,566.0
2024-04-21,AM,Android,3149.0,2751.0,41750.0,44501.0,48387.0
2024-04-21,AM,IOS,2711.0,2311.0,37383.0,39694.0,44956.0
2024-04-21,AM,Site-RU,1585.0,1420.0,0.0,1420.0,2402.0
2024-04-21,BY,Android,3923.0,3395.0,430850.0,434245.0,503005.0
2024-04-21,BY,IOS,1932.0,1674.0,189416.0,191090.0,230783.0
2024-04-21,BY,Site-RU,3329.0,2920.0,0.0,2920.0,5160.0
2024-04-21,KG,Android,544.0,473.0,5542.0,6015.0,7428.0
2024-04-21,KG,IOS,401.0,383.0,4230.0,4613.0,6015.0
2024-04-21,KG,Site-RU,268.0,232.0,0.0,232.0,509.0
2024-04-21,KZ,Android,3679.0,3265.0,147856.0,151121.0,184084.0
2024-04-21,KZ,IOS,2949.0,2580.0,104396.0,106976.0,141794.0
2024-04-21,KZ,Site-RU,3884.0,3408.0,0.0,3408.0,7150.0
2024-04-21,RU,Android,6677518.0,5740453.0,12524.0,5752977.0,7451918.0
2024-04-21,RU,IOS,4040988.0,3487134.0,9061.0,3496195.0,4883931.0
2024-04-21,RU,Site-RU,777838.0,985507.0,0.0,985507.0,1594037.0
2024-04-21,UZ,Android,2322.0,2057.0,8.0,2065.0,3131.0
2024-04-21,UZ,IOS,1270.0,1128.0,15.0,1143.0,1820.0
2024-04-21,UZ,Site-RU,81.0,122.0,0.0,122.0,282.0
2024-04-21,Неопределено,Android,3534.0,2985.0,592.0,3577.0,4938.0
2024-04-21,Неопределено,IOS,2861.0,2406.0,340.0,2746.0,3946.0
2024-04-21,Неопределено,Site-RU,492.0,457.0,0.0,457.0,984.0
2024-04-10,AM,Неопределено,0.0,162.0,0.0,162.0,162.0
2024-04-10,BY,Неопределено,0.0,1646.0,0.0,1646.0,1646.0
2024-04-10,KG,Неопределено,0.0,493.0,0.0,493.0,493.0
2024-04-10,KZ,Неопределено,0.0,1065.0,0.0,1065.0,1065.0
2024-04-10,RU,Неопределено,0.0,83839.0,0.0,83839.0,83839.0
2024-04-10,UZ,Неопределено,0.0,10.0,0.0,10.0,10.0
2024-04-11,AM,Неопределено,0.0,126.0,0.0,126.0,126.0
2024-04-11,BY,Неопределено,0.0,1971.0,0.0,1971.0,1971.0
2024-04-11,KG,Неопределено,0.0,908.0,0.0,908.0,908.0
2024-04-11,KZ,Неопределено,0.0,1731.0,0.0,1731.0,1731.0
2024-04-11,RU,Неопределено,0.0,136095.0,0.0,136095.0,136095.0
2024-04-11,UZ,Неопределено,0.0,15.0,0.0,15.0,15.0
2024-04-12,AM,Неопределено,0.0,146.0,0.0,146.0,146.0
2024-04-12,BY,Неопределено,0.0,2019.0,0.0,2019.0,2019.0
2024-04-12,KG,Неопределено,0.0,766.0,0.0,766.0,766.0
2024-04-12,KZ,Неопределено,0.0,1125.0,0.0,1125.0,1125.0
2024-04-12,RU,Неопределено,0.0,132429.0,0.0,132429.0,132429.0
2024-04-12,UZ,Неопределено,0.0,7.0,0.0,7.0,7.0
2024-04-13,AM,Неопределено,0.0,353.0,0.0,353.0,353.0
2024-04-13,BY,Неопределено,0.0,3565.0,0.0,3565.0,3565.0
2024-04-13,KG,Неопределено,0.0,1084.0,0.0,1084.0,1084.0
2024-04-13,KZ,Неопределено,0.0,2793.0,0.0,2793.0,2793.0
2024-04-13,RU,Неопределено,0.0,131716.0,0.0,131716.0,131716.0
2024-04-13,UZ,Неопределено,0.0,24.0,0.0,24.0,24.0
2024-04-14,AM,Неопределено,0.0,192.0,0.0,192.0,192.0
2024-04-14,BY,Неопределено,0.0,4449.0,0.0,4449.0,4449.0
2024-04-14,KG,Неопределено,0.0,1117.0,0.0,1117.0,1117.0
2024-04-14,KZ,Неопределено,0.0,2323.0,0.0,2323.0,2323.0
2024-04-14,RU,Site-Mob-Ru,0.0,1.0,0.0,1.0,1.0
2024-04-14,RU,Неопределено,0.0,166831.0,0.0,166831.0,166831.0
2024-04-14,UZ,Неопределено,0.0,17.0,0.0,17.0,17.0
2024-04-15,AM,Неопределено,0.0,173.0,0.0,173.0,173.0
2024-04-15,BY,Неопределено,0.0,2256.0,0.0,2256.0,2256.0
2024-04-15,KG,Неопределено,0.0,1306.0,0.0,1306.0,1306.0
2024-04-15,KZ,Неопределено,0.0,1244.0,0.0,1244.0,1244.0
2024-04-15,RU,Неопределено,0.0,155040.0,0.0,155040.0,155040.0
2024-04-15,UZ,Неопределено,0.0,16.0,0.0,16.0,16.0
2024-04-16,AM,Неопределено,0.0,132.0,0.0,132.0,132.0
2024-04-16,BY,Неопределено,0.0,2177.0,0.0,2177.0,2177.0
2024-04-16,KG,Неопределено,0.0,940.0,0.0,940.0,940.0
2024-04-16,KZ,Неопределено,0.0,1668.0,0.0,1668.0,1668.0
2024-04-16,RU,Неопределено,0.0,129803.0,0.0,129803.0,129803.0
2024-04-16,UZ,Неопределено,0.0,12.0,0.0,12.0,12.0
2024-04-16,Неопределено,Site-RU,0.0,1.0,4.0,5.0,5.0
2024-04-17,AM,Неопределено,0.0,351.0,0.0,351.0,351.0
2024-04-17,BY,Неопределено,0.0,4836.0,0.0,4836.0,4836.0
2024-04-17,KG,Неопределено,0.0,1747.0,0.0,1747.0,1747.0
2024-04-17,KZ,Неопределено,0.0,3851.0,0.0,3851.0,3851.0
2024-04-17,RU,Неопределено,0.0,252268.0,0.0,252268.0,252268.0
2024-04-17,UZ,Неопределено,0.0,26.0,0.0,26.0,26.0
2024-04-18,AM,Неопределено,0.0,205.0,0.0,205.0,205.0
2024-04-18,BY,Неопределено,0.0,3055.0,0.0,3055.0,3055.0
2024-04-18,KG,Неопределено,0.0,1146.0,0.0,1146.0,1146.0
2024-04-18,KZ,Неопределено,0.0,2189.0,0.0,2189.0,2189.0
2024-04-18,RU,Неопределено,0.0,200226.0,0.0,200226.0,200226.0
2024-04-18,UZ,Неопределено,0.0,20.0,0.0,20.0,20.0
2024-04-19,AM,Неопределено,0.0,469.0,0.0,469.0,469.0
2024-04-19,BY,Неопределено,0.0,2952.0,0.0,2952.0,2952.0
2024-04-19,KG,Неопределено,0.0,1755.0,0.0,1755.0,1755.0
2024-04-19,KZ,Неопределено,0.0,2177.0,0.0,2177.0,2177.0
2024-04-19,RU,Неопределено,0.0,185676.0,0.0,185676.0,185680.0
2024-04-19,UZ,Неопределено,0.0,21.0,0.0,21.0,21.0
2024-04-20,AM,Неопределено,0.0,238.0,0.0,238.0,238.0
2024-04-20,BY,Неопределено,0.0,2387.0,0.0,2387.0,2387.0
2024-04-20,KG,Неопределено,0.0,1416.0,0.0,1416.0,1416.0
2024-04-20,KZ,Неопределено,0.0,1448.0,0.0,1448.0,1448.0
2024-04-20,RU,Неопределено,0.0,146448.0,0.0,146448.0,146448.0
2024-04-20,UZ,Неопределено,0.0,20.0,0.0,20.0,20.0
2024-04-21,AM,Неопределено,0.0,921.0,0.0,921.0,921.0
2024-04-21,BY,Неопределено,0.0,4186.0,0.0,4186.0,4186.0
2024-04-21,KG,Неопределено,0.0,1333.0,0.0,1333.0,1333.0
2024-04-21,KZ,Неопределено,0.0,4690.0,0.0,4690.0,4690.0
2024-04-21,RU,Неопределено,0.0,186182.0,0.0,186182.0,186182.0
2024-04-21,UZ,Неопределено,0.0,83.0,0.0,83.0,83.0
2024-04-21,Неопределено,Неопределено,0.0,2.0,0.0,2.0,2.0
2024-04-10,AM,Site-Global,0.0,0.0,315.0,315.0,459.0
2024-04-10,BY,Site-Global,0.0,0.0,12297.0,12297.0,21177.0
2024-04-10,KG,Site-Global,0.0,0.0,117.0,117.0,196.0
2024-04-10,KZ,Site-Global,0.0,0.0,1100.0,1100.0,1948.0
2024-04-10,RU,Site-Global,0.0,0.0,1123.0,1123.0,2507.0
2024-04-10,UZ,Site-Global,0.0,0.0,57.0,57.0,167.0
2024-04-11,AM,Site-Global,0.0,0.0,716.0,716.0,1168.0
2024-04-11,BY,Site-Global,0.0,0.0,24967.0,24967.0,40636.0
2024-04-11,KG,Site-Global,0.0,0.0,245.0,245.0,457.0
2024-04-11,KZ,Site-Global,0.0,0.0,3375.0,3375.0,6605.0
2024-04-11,RU,Site-Global,0.0,0.0,2697.0,2697.0,5851.0
2024-04-11,UZ,Site-Global,0.0,0.0,196.0,196.0,379.0
2024-04-12,AM,Site-Global,0.0,0.0,630.0,630.0,1007.0
2024-04-12,BY,Site-Global,0.0,0.0,23399.0,23399.0,38212.0
2024-04-12,KG,Site-Global,0.0,0.0,217.0,217.0,386.0
2024-04-12,KZ,Site-Global,0.0,0.0,3031.0,3031.0,5571.0
2024-04-12,RU,Site-Global,0.0,0.0,2515.0,2515.0,5187.0
2024-04-12,UZ,Site-Global,0.0,0.0,207.0,207.0,428.0
2024-04-13,AM,Site-Global,0.0,0.0,547.0,547.0,824.0
2024-04-13,BY,Site-Global,0.0,0.0,20121.0,20121.0,32912.0
2024-04-13,KG,Site-Global,0.0,0.0,199.0,199.0,355.0
2024-04-13,KZ,Site-Global,0.0,0.0,2268.0,2268.0,4283.0
2024-04-13,RU,Site-Global,0.0,0.0,2452.0,2452.0,5669.0
2024-04-13,UZ,Site-Global,0.0,0.0,234.0,234.0,440.0
2024-04-14,AM,Site-Global,0.0,0.0,575.0,575.0,900.0
2024-04-14,BY,Site-Global,0.0,0.0,22444.0,22444.0,37381.0
2024-04-14,KG,Site-Global,0.0,0.0,223.0,223.0,398.0
2024-04-14,KZ,Site-Global,0.0,0.0,2432.0,2432.0,4402.0
2024-04-14,RU,Site-Global,0.0,0.0,2586.0,2586.0,5896.0
2024-04-14,UZ,Site-Global,0.0,0.0,239.0,239.0,457.0
2024-04-15,AM,Site-Global,0.0,0.0,658.0,658.0,1100.0
2024-04-15,BY,Site-Global,0.0,0.0,25515.0,25515.0,41529.0
2024-04-15,KG,Site-Global,0.0,0.0,230.0,230.0,380.0
2024-04-15,KZ,Site-Global,0.0,0.0,2920.0,2920.0,5681.0
2024-04-15,RU,Site-Global,0.0,0.0,2439.0,2439.0,5186.0
2024-04-15,UZ,Site-Global,0.0,0.0,223.0,223.0,425.0
2024-04-16,AM,Site-Global,0.0,0.0,633.0,633.0,1018.0
2024-04-16,BY,Site-Global,0.0,0.0,24675.0,24675.0,40220.0
2024-04-16,KG,Site-Global,0.0,0.0,279.0,279.0,538.0
2024-04-16,KZ,Site-Global,0.0,0.0,3039.0,3039.0,5649.0
2024-04-16,RU,Site-Global,0.0,0.0,2434.0,2434.0,4741.0
2024-04-16,UZ,Site-Global,0.0,0.0,253.0,253.0,471.0
2024-04-17,AM,Site-Global,0.0,0.0,613.0,613.0,981.0
2024-04-17,BY,Site-Global,0.0,0.0,25621.0,25621.0,41714.0
2024-04-17,KG,Site-Global,0.0,0.0,243.0,243.0,454.0
2024-04-17,KZ,Site-Global,0.0,0.0,3099.0,3099.0,5862.0
2024-04-17,RU,Site-Global,0.0,0.0,2486.0,2486.0,5154.0
2024-04-17,UZ,Site-Global,0.0,0.0,242.0,242.0,469.0
2024-04-18,AM,Site-Global,0.0,0.0,677.0,677.0,1151.0
2024-04-18,BY,Site-Global,0.0,0.0,24943.0,24943.0,40203.0
2024-04-18,KG,Site-Global,0.0,0.0,228.0,228.0,444.0
2024-04-18,KZ,Site-Global,0.0,0.0,2993.0,2993.0,5669.0
2024-04-18,RU,Site-Global,0.0,0.0,2454.0,2454.0,5405.0
2024-04-18,UZ,Site-Global,0.0,0.0,242.0,242.0,567.0
2024-04-18,Неопределено,Site-Global,0.0,0.0,2.0,2.0,3.0
2024-04-19,AM,Site-Global,0.0,0.0,619.0,619.0,957.0
